"V1"	"V2"	"complex"	"location_V1"	"location_V2"
"10329"	"MRPL42"	"MRPL33"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10330"	"MRPL3"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10331"	"MRPL3"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10332"	"MRPL3"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10333"	"MRPS22"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10334"	"MRPS25"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10335"	"MRPS10"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10336"	"MRPS35"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10337"	"MRPS5"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10338"	"MRPL3"	"KGD4"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10339"	"MRPS11"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10340"	"MRPS15"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10341"	"MRPS21"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10342"	"MRPS34"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10343"	"MRPS6"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10344"	"MRPS9"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10345"	"MRPL3"	"LACTB"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10346"	"MRPL3"	"MRPL28"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10347"	"MRPL49"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10348"	"MRPL3"	"MRPL23"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10349"	"MRPL51"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10350"	"MRPL3"	"MRPL2"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10351"	"MRPL54"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10352"	"MRPL3"	"MRPL14"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10353"	"MRPL3"	"MRPL21"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10354"	"MRPL55"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10355"	"MRPL3"	"MRPL10"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10356"	"MRPL52"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10357"	"MRPL41"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10358"	"MRPL50"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10359"	"MRPL43"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10360"	"MRPL30"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10361"	"MRPS27"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10362"	"MRPS31"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10363"	"MRPL3"	"MRPL24"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10364"	"MRPL38"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10365"	"MRPS24"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10366"	"MRPL53"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10367"	"MRPL48"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10368"	"MRPL34"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10369"	"MRPL45"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10370"	"MRPL32"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10371"	"MRPL3"	"MRPL20"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10372"	"MRPL3"	"MRPL13"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10373"	"MRPL9"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10374"	"MRPL4"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10375"	"MRPL3"	"MRPL1"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10376"	"MRPS26"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10377"	"MRPL37"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10378"	"MRPL3"	"MRPL18"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10379"	"MRPL46"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10380"	"MRPL44"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10381"	"MRPL47"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10382"	"MRPS30"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10383"	"MRPL40"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10384"	"MRPL3"	"MRPL17"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10385"	"MRPS18A"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10386"	"MRPL3"	"MRPL22"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10387"	"MRPL3"	"MRPL16"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10388"	"MRPL39"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10389"	"MRPL35"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10390"	"MRPL3"	"MRPL15"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10391"	"MRPL36"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10392"	"MRPL3"	"MRPL27"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10393"	"MRPS33"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10394"	"MRPS28"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10395"	"MRPS17"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10396"	"MRPS7"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10397"	"MRPS2"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10398"	"MRPL3"	"MRPL11"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10399"	"MRPS16"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10400"	"MRPS18C"	"MRPL3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10401"	"MRPS23"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10402"	"MRPS18B"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10403"	"MRPL42"	"MRPL3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10404"	"MRPL19"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10405"	"MRPL19"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10406"	"MRPS22"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10407"	"MRPS25"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10408"	"MRPS10"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10409"	"MRPS35"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10410"	"MRPS5"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10411"	"MRPL19"	"KGD4"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10412"	"MRPS11"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10413"	"MRPS15"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10414"	"MRPS21"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10415"	"MRPS34"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10416"	"MRPS6"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10417"	"MRPS9"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10418"	"MRPL19"	"LACTB"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10419"	"MRPL28"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10420"	"MRPL49"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10421"	"MRPL23"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10422"	"MRPL51"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10423"	"MRPL2"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10424"	"MRPL54"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10425"	"MRPL19"	"MRPL14"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10426"	"MRPL21"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10427"	"MRPL55"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10428"	"MRPL19"	"MRPL10"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10429"	"MRPL52"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10430"	"MRPL41"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10431"	"MRPL50"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10432"	"MRPL43"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10433"	"MRPL30"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10434"	"MRPS27"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10435"	"MRPS31"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10436"	"MRPL24"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10437"	"MRPL38"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10438"	"MRPS24"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10439"	"MRPL53"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10440"	"MRPL48"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10441"	"MRPL34"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10442"	"MRPL45"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10443"	"MRPL32"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10444"	"MRPL20"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10445"	"MRPL19"	"MRPL13"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10446"	"MRPL9"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10447"	"MRPL4"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10448"	"MRPL19"	"MRPL1"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10449"	"MRPS26"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10450"	"MRPL37"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10451"	"MRPL19"	"MRPL18"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10452"	"MRPL46"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10453"	"MRPL44"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10454"	"MRPL47"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10455"	"MRPS30"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10456"	"MRPL40"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10457"	"MRPL19"	"MRPL17"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10458"	"MRPS18A"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10459"	"MRPL22"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10460"	"MRPL19"	"MRPL16"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10461"	"MRPL39"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10462"	"MRPL35"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10463"	"MRPL19"	"MRPL15"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10464"	"MRPL36"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10465"	"MRPL27"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10466"	"MRPS33"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10467"	"MRPS28"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10468"	"MRPS17"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10469"	"MRPS7"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10470"	"MRPS2"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10471"	"MRPL19"	"MRPL11"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10472"	"MRPS16"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10473"	"MRPS18C"	"MRPL19"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10474"	"MRPS23"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10475"	"MRPS18B"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10476"	"MRPL42"	"MRPL19"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10477"	"MRPL12"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10490"	"LACTB"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10491"	"MRPL28"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10492"	"MRPL49"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10493"	"MRPL23"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10494"	"MRPL51"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10495"	"MRPL2"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10496"	"MRPL54"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10497"	"MRPL14"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10498"	"MRPL21"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10499"	"MRPL55"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10500"	"MRPL10"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10501"	"MRPL52"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10502"	"MRPL41"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10503"	"MRPL50"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10504"	"MRPL43"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10505"	"MRPL30"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10508"	"MRPL24"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10509"	"MRPL38"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10511"	"MRPL53"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10512"	"MRPL48"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10513"	"MRPL34"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10514"	"MRPL45"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10515"	"MRPL32"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10516"	"MRPL20"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10517"	"MRPL13"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10518"	"MRPL9"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10519"	"MRPL4"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10520"	"MRPL1"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10522"	"MRPL37"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10523"	"MRPL18"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10524"	"MRPL46"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10525"	"MRPL44"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10526"	"MRPL47"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10528"	"MRPL40"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10529"	"MRPL17"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10531"	"MRPL22"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10532"	"MRPL16"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10533"	"MRPL39"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10534"	"MRPL35"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10535"	"MRPL15"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10536"	"MRPL36"	"DAP3"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10537"	"MRPL27"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10543"	"MRPL11"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10548"	"MRPL42"	"DAP3"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10549"	"MRPS22"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10550"	"MRPS25"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10551"	"MRPS10"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10552"	"MRPS35"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10553"	"MRPS5"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10554"	"MRPL12"	"KGD4"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10555"	"MRPS11"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10556"	"MRPS15"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10557"	"MRPS21"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10558"	"MRPS34"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10559"	"MRPS6"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10560"	"MRPS9"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10561"	"MRPL12"	"LACTB"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10562"	"MRPL28"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10563"	"MRPL49"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10564"	"MRPL23"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10565"	"MRPL51"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10566"	"MRPL2"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10567"	"MRPL54"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10568"	"MRPL14"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10569"	"MRPL21"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10570"	"MRPL55"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10571"	"MRPL12"	"MRPL10"	"55S ribosome, mitochondrial"	NA	NA
"10572"	"MRPL52"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10573"	"MRPL41"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10574"	"MRPL50"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10575"	"MRPL43"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10576"	"MRPL30"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10577"	"MRPS27"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10578"	"MRPS31"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10579"	"MRPL24"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10580"	"MRPL38"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10581"	"MRPS24"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10582"	"MRPL53"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10583"	"MRPL48"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10584"	"MRPL34"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10585"	"MRPL45"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10586"	"MRPL32"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10587"	"MRPL20"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10588"	"MRPL13"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10589"	"MRPL9"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10590"	"MRPL4"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10591"	"MRPL12"	"MRPL1"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10592"	"MRPS26"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10593"	"MRPL37"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10594"	"MRPL18"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10595"	"MRPL46"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10596"	"MRPL44"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10597"	"MRPL47"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10598"	"MRPS30"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10599"	"MRPL40"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10600"	"MRPL17"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10601"	"MRPS18A"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10602"	"MRPL22"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10603"	"MRPL16"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10604"	"MRPL39"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10605"	"MRPL35"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10606"	"MRPL15"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10607"	"MRPL36"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10608"	"MRPL27"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10609"	"MRPS33"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10610"	"MRPS28"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10611"	"MRPS17"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10612"	"MRPS7"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10613"	"MRPS2"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10614"	"MRPL12"	"MRPL11"	"55S ribosome, mitochondrial"	NA	"Secretory"
"10615"	"MRPS16"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10616"	"MRPS18C"	"MRPL12"	"55S ribosome, mitochondrial"	NA	NA
"10617"	"MRPS23"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10618"	"MRPS18B"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10619"	"MRPL42"	"MRPL12"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10631"	"MRPS22"	"LACTB"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10632"	"MRPS22"	"MRPL28"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10633"	"MRPS22"	"MRPL49"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10634"	"MRPS22"	"MRPL23"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10635"	"MRPS22"	"MRPL51"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10636"	"MRPS22"	"MRPL2"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10637"	"MRPS22"	"MRPL54"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10638"	"MRPS22"	"MRPL14"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10639"	"MRPS22"	"MRPL21"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10640"	"MRPS22"	"MRPL55"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10641"	"MRPS22"	"MRPL10"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10642"	"MRPS22"	"MRPL52"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10643"	"MRPS22"	"MRPL41"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10644"	"MRPS22"	"MRPL50"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10645"	"MRPS22"	"MRPL43"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10646"	"MRPS22"	"MRPL30"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10649"	"MRPS22"	"MRPL24"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10650"	"MRPS22"	"MRPL38"	"55S ribosome, mitochondrial"	"Secretory"	NA
"10652"	"MRPS22"	"MRPL53"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
"10653"	"MRPS22"	"MRPL48"	"55S ribosome, mitochondrial"	"Secretory"	"Secretory"
