"protein1"	"protein2"	"combined_score"	"gene1"	"gene2"
"888"	"9606.ENSP00000003302"	"9606.ENSP00000377298"	490	"USP28"	"NUMA1"
"894"	"9606.ENSP00000003302"	"9606.ENSP00000216911"	444	"USP28"	"AURKA"
"896"	"9606.ENSP00000003302"	"9606.ENSP00000405965"	600	"USP28"	"SUMO2"
"898"	"9606.ENSP00000003302"	"9606.ENSP00000379721"	455	"USP8"	"USP28"
"900"	"9606.ENSP00000003302"	"9606.ENSP00000272317"	913	"USP28"	"RPS27A"
"902"	"9606.ENSP00000003302"	"9606.ENSP00000388107"	931	"USP28"	"UBA52"
"959"	"9606.ENSP00000004982"	"9606.ENSP00000251968"	609	"TSG101"	"HSPB6"
"963"	"9606.ENSP00000004982"	"9606.ENSP00000358081"	805	"HSPB6"	"BAG3"
"964"	"9606.ENSP00000004982"	"9606.ENSP00000340989"	900	"SFN"	"HSPB6"
"967"	"9606.ENSP00000004982"	"9606.ENSP00000252252"	404	"KRT6B"	"HSPB6"
"969"	"9606.ENSP00000004982"	"9606.ENSP00000281938"	639	"HSPB8"	"HSPB6"
"972"	"9606.ENSP00000004982"	"9606.ENSP00000306330"	739	"YWHAG"	"HSPB6"
"975"	"9606.ENSP00000004982"	"9606.ENSP00000379287"	614	"YWHAZ"	"HSPB6"
"977"	"9606.ENSP00000004982"	"9606.ENSP00000451828"	418	"HSPB6"	"AKT1"
"982"	"9606.ENSP00000004982"	"9606.ENSP00000248553"	832	"HSPB6"	"HSPB1"
"985"	"9606.ENSP00000005178"	"9606.ENSP00000229195"	420	"PDK4"	"CNOT2"
"989"	"9606.ENSP00000005178"	"9606.ENSP00000351159"	420	"PDK4"	"CNOT3"
"994"	"9606.ENSP00000005178"	"9606.ENSP00000289382"	420	"PDK4"	"CNOT11"
"995"	"9606.ENSP00000005178"	"9606.ENSP00000420927"	671	"PDK4"	"PDK2"
"996"	"9606.ENSP00000005178"	"9606.ENSP00000420270"	449	"UHMK1"	"PDK4"
"997"	"9606.ENSP00000005178"	"9606.ENSP00000359364"	542	"YTHDF1"	"PDK4"
"998"	"9606.ENSP00000005178"	"9606.ENSP00000307940"	502	"PDK4"	"EEF2"
"999"	"9606.ENSP00000005178"	"9606.ENSP00000297185"	866	"PDK4"	"HSPA9"
"1014"	"9606.ENSP00000005178"	"9606.ENSP00000306253"	786	"PDK4"	"ITPR1"
"1020"	"9606.ENSP00000005178"	"9606.ENSP00000376352"	585	"PDK4"	"PDK1"
"1022"	"9606.ENSP00000005178"	"9606.ENSP00000363435"	787	"PDK4"	"ITPR3"
"1023"	"9606.ENSP00000005178"	"9606.ENSP00000399862"	420	"PDK4"	"CNOT10"
"1029"	"9606.ENSP00000005178"	"9606.ENSP00000258729"	525	"PDK4"	"IGF2BP3"
"1031"	"9606.ENSP00000005178"	"9606.ENSP00000498864"	664	"PDK4"	"PDK3"
"1033"	"9606.ENSP00000005178"	"9606.ENSP00000378487"	736	"VDAC1"	"PDK4"
"1035"	"9606.ENSP00000005178"	"9606.ENSP00000369134"	457	"PDK4"	"PDHA1"
"1043"	"9606.ENSP00000005226"	"9606.ENSP00000384582"	781	"USH1C"	"ADGRV1"
"1047"	"9606.ENSP00000005226"	"9606.ENSP00000376167"	422	"USH1C"	"GPS1"
"1048"	"9606.ENSP00000005226"	"9606.ENSP00000424565"	716	"USH1C"	"CDHR2"
"1058"	"9606.ENSP00000005226"	"9606.ENSP00000308772"	979	"USH1C"	"ANKS4B"
"1060"	"9606.ENSP00000005226"	"9606.ENSP00000224721"	998	"USH1C"	"CDH23"
"1061"	"9606.ENSP00000005226"	"9606.ENSP00000382670"	433	"USH1C"	"GRXCR1"
"1063"	"9606.ENSP00000005226"	"9606.ENSP00000252597"	667	"USHBP1"	"USH1C"
"1064"	"9606.ENSP00000005226"	"9606.ENSP00000415090"	958	"USH1C"	"MYO7B"
"1075"	"9606.ENSP00000005226"	"9606.ENSP00000410083"	699	"VEZT"	"USH1C"
"1076"	"9606.ENSP00000005226"	"9606.ENSP00000480279"	999	"USH1G"	"USH1C"
"1079"	"9606.ENSP00000005226"	"9606.ENSP00000480489"	853	"USH1C"	"PDZD7"
"1081"	"9606.ENSP00000005226"	"9606.ENSP00000380676"	669	"USH1C"	"CDHR5"
"1088"	"9606.ENSP00000005226"	"9606.ENSP00000354623"	892	"WHRN"	"USH1C"
"1097"	"9606.ENSP00000005226"	"9606.ENSP00000386331"	998	"USH1C"	"MYO7A"
"1098"	"9606.ENSP00000005226"	"9606.ENSP00000305941"	728	"USH2A"	"USH1C"
"1099"	"9606.ENSP00000005226"	"9606.ENSP00000363068"	586	"USH1C"	"PCDH15"
"1104"	"9606.ENSP00000005257"	"9606.ENSP00000420213"	714	"RALA"	"FLNB"
"1127"	"9606.ENSP00000005257"	"9606.ENSP00000228251"	572	"YBX3"	"RALA"
"1128"	"9606.ENSP00000005257"	"9606.ENSP00000372924"	990	"RALBP1"	"RALA"
"1132"	"9606.ENSP00000005257"	"9606.ENSP00000499717"	728	"RALA"	"CALM1"
"1134"	"9606.ENSP00000005257"	"9606.ENSP00000280350"	406	"RALA"	"PIH1D2"
"1138"	"9606.ENSP00000005257"	"9606.ENSP00000496954"	535	"RALA"	"MYO1C"
"1139"	"9606.ENSP00000005257"	"9606.ENSP00000268182"	461	"RALA"	"IQGAP1"
"1143"	"9606.ENSP00000005257"	"9606.ENSP00000407586"	605	"RALA"	"HRAS"
"1144"	"9606.ENSP00000005257"	"9606.ENSP00000419081"	666	"RALA"	"CALML4"
"1152"	"9606.ENSP00000005257"	"9606.ENSP00000370695"	526	"RALA"	"EXOC1"
"1153"	"9606.ENSP00000005257"	"9606.ENSP00000358866"	881	"RALA"	"FLNA"
"1157"	"9606.ENSP00000005257"	"9606.ENSP00000425587"	592	"RALA"	"EXOC3"
"1158"	"9606.ENSP00000005257"	"9606.ENSP00000334100"	672	"RALA"	"EXOC7"
"1161"	"9606.ENSP00000005257"	"9606.ENSP00000230449"	999	"RALA"	"EXOC2"
"1162"	"9606.ENSP00000005257"	"9606.ENSP00000256196"	410	"RRAS2"	"RALA"
"1172"	"9606.ENSP00000005257"	"9606.ENSP00000274376"	969	"RASA1"	"RALA"
"1181"	"9606.ENSP00000005257"	"9606.ENSP00000360922"	416	"STAU1"	"RALA"
"1184"	"9606.ENSP00000005257"	"9606.ENSP00000355605"	999	"RALA"	"EXOC8"
"1187"	"9606.ENSP00000005257"	"9606.ENSP00000327145"	671	"RALA"	"FLNC"
"1190"	"9606.ENSP00000005257"	"9606.ENSP00000430344"	734	"RALA"	"PLCD1"
"1202"	"9606.ENSP00000005257"	"9606.ENSP00000372313"	441	"RALA"	"MSLN"
"1204"	"9606.ENSP00000005257"	"9606.ENSP00000385269"	418	"RALA"	"ELAVL1"
"1210"	"9606.ENSP00000005257"	"9606.ENSP00000342793"	653	"RALA"	"PLD1"
"1218"	"9606.ENSP00000005257"	"9606.ENSP00000253861"	835	"RALA"	"EXOC4"
"1220"	"9606.ENSP00000005257"	"9606.ENSP00000369689"	680	"RALA"	"CALML5"
"1221"	"9606.ENSP00000005257"	"9606.ENSP00000484855"	531	"RALA"	"EXOC5"
"1223"	"9606.ENSP00000005257"	"9606.ENSP00000260762"	531	"RALA"	"EXOC6"
"1226"	"9606.ENSP00000005257"	"9606.ENSP00000315299"	680	"RALA"	"CALML3"
"1227"	"9606.ENSP00000005257"	"9606.ENSP00000304643"	666	"RALA"	"CALML6"
"1228"	"9606.ENSP00000005257"	"9606.ENSP00000272519"	925	"RALB"	"RALA"
"1231"	"9606.ENSP00000005257"	"9606.ENSP00000265171"	422	"RALA"	"EGF"
"1235"	"9606.ENSP00000005257"	"9606.ENSP00000291295"	676	"RALA"	"CALM3"
"1238"	"9606.ENSP00000005257"	"9606.ENSP00000361120"	663	"RALGDS"	"RALA"
"1252"	"9606.ENSP00000005260"	"9606.ENSP00000249071"	550	"RAC2"	"BAIAP2L1"
"1254"	"9606.ENSP00000005260"	"9606.ENSP00000304283"	550	"RAC3"	"BAIAP2L1"
"1257"	"9606.ENSP00000005260"	"9606.ENSP00000353904"	472	"CSNK1G3"	"BAIAP2L1"
"1264"	"9606.ENSP00000005260"	"9606.ENSP00000293756"	420	"IP6K3"	"BAIAP2L1"
"1275"	"9606.ENSP00000005260"	"9606.ENSP00000451828"	551	"BAIAP2L1"	"AKT1"
"1277"	"9606.ENSP00000005260"	"9606.ENSP00000267205"	555	"RHOF"	"BAIAP2L1"
"1283"	"9606.ENSP00000005260"	"9606.ENSP00000316338"	603	"BAIAP2L1"	"BAIAP2"
"1290"	"9606.ENSP00000005260"	"9606.ENSP00000496593"	424	"ESPN"	"BAIAP2L1"
"1293"	"9606.ENSP00000005260"	"9606.ENSP00000263377"	457	"BRD4"	"BAIAP2L1"
"1296"	"9606.ENSP00000005260"	"9606.ENSP00000261623"	422	"CYBA"	"BAIAP2L1"
"1298"	"9606.ENSP00000005260"	"9606.ENSP00000494689"	564	"EPS8"	"BAIAP2L1"
"1304"	"9606.ENSP00000005260"	"9606.ENSP00000348461"	550	"RAC1"	"BAIAP2L1"
"1308"	"9606.ENSP00000005260"	"9606.ENSP00000223023"	866	"WASL"	"BAIAP2L1"
"1311"	"9606.ENSP00000005260"	"9606.ENSP00000293441"	405	"SHANK1"	"BAIAP2L1"
"1318"	"9606.ENSP00000005284"	"9606.ENSP00000378199"	720	"HSPA2"	"CACNG3"
"1319"	"9606.ENSP00000005284"	"9606.ENSP00000381247"	720	"EFCAB9"	"CACNG3"
"1320"	"9606.ENSP00000005284"	"9606.ENSP00000320025"	720	"CACNG3"	"CACNB2"
"1322"	"9606.ENSP00000005284"	"9606.ENSP00000454014"	720	"SHISA9"	"CACNG3"
"1323"	"9606.ENSP00000005284"	"9606.ENSP00000270458"	900	"CACNG8"	"CACNG3"
"1324"	"9606.ENSP00000005284"	"9606.ENSP00000481554"	760	"GRIA3"	"CACNG3"
"1326"	"9606.ENSP00000005284"	"9606.ENSP00000347754"	720	"HTR3A"	"CACNG3"
"1328"	"9606.ENSP00000005284"	"9606.ENSP00000438949"	900	"CACNG3"	"CACNB4"
"1330"	"9606.ENSP00000005284"	"9606.ENSP00000332549"	720	"GRIN2A"	"CACNG3"
"1332"	"9606.ENSP00000005284"	"9606.ENSP00000301050"	900	"CACNG3"	"CACNB3"
"1334"	"9606.ENSP00000005284"	"9606.ENSP00000256343"	720	"CATSPERB"	"CACNG3"
"1336"	"9606.ENSP00000005284"	"9606.ENSP00000264377"	499	"CACNG3"	"ADAM23"
"1337"	"9606.ENSP00000005284"	"9606.ENSP00000360423"	540	"CACNG3"	"CACNA1B"
"1338"	"9606.ENSP00000005284"	"9606.ENSP00000300105"	720	"CACNG3"	"CACNG2"
"1339"	"9606.ENSP00000005284"	"9606.ENSP00000372169"	904	"CACNG3"	"CACNA2D4"
"1341"	"9606.ENSP00000005284"	"9606.ENSP00000397026"	540	"GRIK2"	"CACNG3"
"1342"	"9606.ENSP00000005284"	"9606.ENSP00000282499"	760	"GRIA4"	"CACNG3"
"1343"	"9606.ENSP00000005284"	"9606.ENSP00000334198"	723	"CACNG3"	"CACNA1H"
"1344"	"9606.ENSP00000005284"	"9606.ENSP00000288139"	900	"CACNG3"	"CACNA1D"
"1345"	"9606.ENSP00000005284"	"9606.ENSP00000282611"	720	"CATSPER3"	"CACNG3"
"1346"	"9606.ENSP00000005284"	"9606.ENSP00000266376"	900	"CACNG3"	"CACNA1C"
"1348"	"9606.ENSP00000005284"	"9606.ENSP00000386962"	720	"CATSPERG"	"CACNG3"
"1350"	"9606.ENSP00000005284"	"9606.ENSP00000406050"	540	"HTR3E"	"CACNG3"
"1351"	"9606.ENSP00000005284"	"9606.ENSP00000226021"	720	"CACNG3"	"CACNG1"
"1352"	"9606.ENSP00000005284"	"9606.ENSP00000390084"	540	"SHISA6"	"CACNG3"
"1353"	"9606.ENSP00000005284"	"9606.ENSP00000432459"	720	"TMEM262"	"CACNG3"
"1354"	"9606.ENSP00000005284"	"9606.ENSP00000293190"	720	"GRIN2C"	"CACNG3"
"1355"	"9606.ENSP00000005284"	"9606.ENSP00000262138"	900	"CACNG4"	"CACNG3"
"1356"	"9606.ENSP00000005284"	"9606.ENSP00000272133"	720	"CNIH3"	"CACNG3"
"1358"	"9606.ENSP00000005284"	"9606.ENSP00000365441"	900	"CACNG3"	"CACNA1F"
"1359"	"9606.ENSP00000005284"	"9606.ENSP00000383003"	720	"FKBP1A"	"CACNG3"
"1360"	"9606.ENSP00000005284"	"9606.ENSP00000234389"	720	"GRIN3B"	"CACNG3"
"1361"	"9606.ENSP00000005284"	"9606.ENSP00000355492"	720	"CATSPERE"	"CACNG3"
"1362"	"9606.ENSP00000005284"	"9606.ENSP00000360608"	736	"GRIN1"	"CACNG3"
"1363"	"9606.ENSP00000005284"	"9606.ENSP00000435648"	540	"GRIK4"	"CACNG3"
"1364"	"9606.ENSP00000005284"	"9606.ENSP00000342637"	540	"PDE4B"	"CACNG3"
"1365"	"9606.ENSP00000005284"	"9606.ENSP00000477455"	720	"GRIN2B"	"CACNG3"
"1366"	"9606.ENSP00000005284"	"9606.ENSP00000355155"	720	"GRIN3A"	"CACNG3"
"1367"	"9606.ENSP00000005284"	"9606.ENSP00000428994"	760	"GRIA1"	"CACNG3"
"1368"	"9606.ENSP00000005284"	"9606.ENSP00000290039"	541	"CACNG3"	"CACHD1"
"1371"	"9606.ENSP00000005284"	"9606.ENSP00000371037"	720	"CATSPERD"	"CACNG3"
"1372"	"9606.ENSP00000005284"	"9606.ENSP00000365503"	540	"SHISA7"	"CACNG3"
"1374"	"9606.ENSP00000005284"	"9606.ENSP00000497806"	540	"DLG4"	"CACNG3"
"1375"	"9606.ENSP00000005284"	"9606.ENSP00000322617"	540	"HTR3C"	"CACNG3"
"1376"	"9606.ENSP00000005284"	"9606.ENSP00000375647"	900	"CACNG7"	"CACNG3"
"1377"	"9606.ENSP00000005284"	"9606.ENSP00000349320"	904	"CACNG3"	"CACNA2D1"
"1378"	"9606.ENSP00000005284"	"9606.ENSP00000352011"	563	"CACNG3"	"CACNA1G"
"1379"	"9606.ENSP00000005284"	"9606.ENSP00000356545"	540	"CACNG3"	"CACNA1E"
"1380"	"9606.ENSP00000005284"	"9606.ENSP00000282020"	540	"GRID2"	"CACNG3"
"1381"	"9606.ENSP00000005284"	"9606.ENSP00000355192"	900	"CACNG3"	"CACNA1S"
"1382"	"9606.ENSP00000005284"	"9606.ENSP00000258149"	499	"MDM2"	"CACNG3"
"1383"	"9606.ENSP00000005284"	"9606.ENSP00000360472"	499	"LGI1"	"CACNG3"
"1384"	"9606.ENSP00000005284"	"9606.ENSP00000436836"	720	"CACNG5"	"CACNG3"
"1385"	"9606.ENSP00000005284"	"9606.ENSP00000265727"	499	"CACNG3"	"ADAM22"
"1386"	"9606.ENSP00000005284"	"9606.ENSP00000264833"	720	"OLFM2"	"CACNG3"
"1388"	"9606.ENSP00000005284"	"9606.ENSP00000489829"	540	"CACNG3"	"CACNA1A"
"1389"	"9606.ENSP00000005284"	"9606.ENSP00000371929"	540	"HTR3D"	"CACNG3"
"1390"	"9606.ENSP00000005284"	"9606.ENSP00000371180"	720	"CATSPER2"	"CACNG3"
"1391"	"9606.ENSP00000005284"	"9606.ENSP00000263269"	720	"GRIN2D"	"CACNG3"
"1392"	"9606.ENSP00000005284"	"9606.ENSP00000310003"	720	"CNIH2"	"CACNG3"
"1393"	"9606.ENSP00000005284"	"9606.ENSP00000352608"	720	"RYR1"	"CACNG3"
"1394"	"9606.ENSP00000005284"	"9606.ENSP00000419101"	562	"CACNG3"	"CACNA2D3"
"1395"	"9606.ENSP00000005284"	"9606.ENSP00000329200"	720	"STAC3"	"CACNG3"
"1396"	"9606.ENSP00000005284"	"9606.ENSP00000345502"	540	"PDE4D"	"CACNG3"
"1397"	"9606.ENSP00000005284"	"9606.ENSP00000380638"	540	"PTK2B"	"CACNG3"
"1398"	"9606.ENSP00000005284"	"9606.ENSP00000491717"	720	"CATSPERZ"	"CACNG3"
"1399"	"9606.ENSP00000005284"	"9606.ENSP00000296526"	816	"GRIA2"	"CACNG3"
"1400"	"9606.ENSP00000005284"	"9606.ENSP00000252729"	900	"CACNG6"	"CACNG3"
"1401"	"9606.ENSP00000005284"	"9606.ENSP00000309052"	723	"CATSPER1"	"CACNG3"
"1402"	"9606.ENSP00000005284"	"9606.ENSP00000362183"	540	"GRIK3"	"CACNG3"
"1403"	"9606.ENSP00000005284"	"9606.ENSP00000308976"	540	"VWC2L"	"CACNG3"
"1404"	"9606.ENSP00000005284"	"9606.ENSP00000377840"	540	"CACNG3"	"CACNB1"
"1405"	"9606.ENSP00000005284"	"9606.ENSP00000481203"	540	"SHISA8"	"CACNG3"
"1406"	"9606.ENSP00000005284"	"9606.ENSP00000390423"	723	"CATSPER4"	"CACNG3"
"1407"	"9606.ENSP00000005284"	"9606.ENSP00000418081"	562	"CACNG3"	"CACNA2D2"
"1408"	"9606.ENSP00000005284"	"9606.ENSP00000365272"	444	"DLG2"	"CACNG3"
"1409"	"9606.ENSP00000005284"	"9606.ENSP00000341819"	540	"VWC2"	"CACNG3"
"1410"	"9606.ENSP00000005284"	"9606.ENSP00000454468"	720	"TMEM249"	"CACNG3"
"1411"	"9606.ENSP00000005284"	"9606.ENSP00000260191"	540	"HTR3B"	"CACNG3"
"1434"	"9606.ENSP00000005286"	"9606.ENSP00000324173"	682	"TMEM132A"	"HSPA5"
"1474"	"9606.ENSP00000005286"	"9606.ENSP00000322323"	499	"TMEM132A"	"FAM20C"
"1479"	"9606.ENSP00000005340"	"9606.ENSP00000290167"	499	"WNT4"	"DVL2"
"1482"	"9606.ENSP00000005340"	"9606.ENSP00000375873"	457	"DVL2"	"ATG16L1"
"1483"	"9606.ENSP00000005340"	"9606.ENSP00000492363"	913	"PRICKLE2"	"DVL2"
"1484"	"9606.ENSP00000005340"	"9606.ENSP00000286201"	555	"FZD7"	"DVL2"
"1485"	"9606.ENSP00000005340"	"9606.ENSP00000470176"	563	"DVL2"	"AP2S1"
"1492"	"9606.ENSP00000005340"	"9606.ENSP00000342848"	499	"NOXA1"	"DVL2"
"1493"	"9606.ENSP00000005340"	"9606.ENSP00000374455"	457	"SQSTM1"	"DVL2"
"1497"	"9606.ENSP00000005340"	"9606.ENSP00000264414"	630	"DVL2"	"CUL3"
"1499"	"9606.ENSP00000005340"	"9606.ENSP00000345064"	935	"PRICKLE1"	"DVL2"
"1502"	"9606.ENSP00000005340"	"9606.ENSP00000261349"	960	"LRP6"	"DVL2"
"1506"	"9606.ENSP00000005340"	"9606.ENSP00000393776"	499	"FCHO2"	"DVL2"
"1507"	"9606.ENSP00000005340"	"9606.ENSP00000357040"	957	"VANGL2"	"DVL2"
"1508"	"9606.ENSP00000005340"	"9606.ENSP00000374507"	680	"DVL2"	"CCDC88C"
"1511"	"9606.ENSP00000005340"	"9606.ENSP00000304283"	520	"RAC3"	"DVL2"
"1515"	"9606.ENSP00000005340"	"9606.ENSP00000225655"	499	"PFN1"	"DVL2"
"1518"	"9606.ENSP00000005340"	"9606.ENSP00000347244"	499	"ITSN2"	"DVL2"
"1523"	"9606.ENSP00000005340"	"9606.ENSP00000363826"	431	"FZD8"	"DVL2"
"1527"	"9606.ENSP00000005340"	"9606.ENSP00000360058"	900	"FRAT2"	"DVL2"
"1531"	"9606.ENSP00000005340"	"9606.ENSP00000411256"	562	"GABARAPL1"	"DVL2"
"1536"	"9606.ENSP00000005340"	"9606.ENSP00000426653"	499	"WNT8A"	"DVL2"
"1537"	"9606.ENSP00000005340"	"9606.ENSP00000354607"	774	"FZD5"	"DVL2"
"1539"	"9606.ENSP00000005340"	"9606.ENSP00000313391"	454	"DVL2"	"DAB2"
"1540"	"9606.ENSP00000005340"	"9606.ENSP00000337443"	642	"NXN"	"DVL2"
"1542"	"9606.ENSP00000005340"	"9606.ENSP00000483185"	563	"DVL2"	"AP2B1"
"1545"	"9606.ENSP00000005340"	"9606.ENSP00000222330"	405	"GSK3A"	"DVL2"
"1546"	"9606.ENSP00000005340"	"9606.ENSP00000247668"	422	"TRAF2"	"DVL2"
"1551"	"9606.ENSP00000005340"	"9606.ENSP00000386456"	499	"DVL2"	"AAK1"
"1554"	"9606.ENSP00000005340"	"9606.ENSP00000262435"	659	"SMURF2"	"DVL2"
"1555"	"9606.ENSP00000005340"	"9606.ENSP00000240093"	545	"FZD3"	"DVL2"
"1561"	"9606.ENSP00000005340"	"9606.ENSP00000352069"	457	"WWP2"	"DVL2"
"1563"	"9606.ENSP00000005340"	"9606.ENSP00000328720"	548	"FOXK1"	"DVL2"
"1565"	"9606.ENSP00000005340"	"9606.ENSP00000400175"	499	"RHOA"	"DVL2"
"1567"	"9606.ENSP00000005340"	"9606.ENSP00000403701"	943	"DVL2"	"ARRB2"
"1570"	"9606.ENSP00000005340"	"9606.ENSP00000380379"	499	"WNT5B"	"DVL2"
"1571"	"9606.ENSP00000005340"	"9606.ENSP00000262320"	999	"DVL2"	"AXIN1"
"1572"	"9606.ENSP00000005340"	"9606.ENSP00000293549"	499	"WNT1"	"DVL2"
"1576"	"9606.ENSP00000005340"	"9606.ENSP00000380044"	912	"DVL2"	"CSNK1E"
"1578"	"9606.ENSP00000005340"	"9606.ENSP00000300093"	872	"PLK1"	"DVL2"
"1579"	"9606.ENSP00000005340"	"9606.ENSP00000360060"	900	"FRAT1"	"DVL2"
"1580"	"9606.ENSP00000005340"	"9606.ENSP00000284274"	508	"OTULIN"	"DVL2"
"1583"	"9606.ENSP00000005340"	"9606.ENSP00000403362"	655	"DVL2"	"AP2M1"
"1585"	"9606.ENSP00000005340"	"9606.ENSP00000262506"	901	"DVL2"	"CSNK2A2"
"1589"	"9606.ENSP00000005340"	"9606.ENSP00000360076"	499	"SGIP1"	"DVL2"
"1592"	"9606.ENSP00000005340"	"9606.ENSP00000473553"	901	"DVL2"	"CSNK2A3"
"1595"	"9606.ENSP00000005340"	"9606.ENSP00000256474"	664	"VHL"	"DVL2"
"1596"	"9606.ENSP00000005340"	"9606.ENSP00000378557"	947	"DVL2"	"DAAM1"
"1598"	"9606.ENSP00000005340"	"9606.ENSP00000348461"	520	"RAC1"	"DVL2"
"1605"	"9606.ENSP00000005340"	"9606.ENSP00000325526"	646	"WNT11"	"DVL2"
"1606"	"9606.ENSP00000005340"	"9606.ENSP00000499786"	457	"ITCH"	"DVL2"
"1608"	"9606.ENSP00000005340"	"9606.ENSP00000262457"	902	"INVS"	"DVL2"
"1609"	"9606.ENSP00000005340"	"9606.ENSP00000443824"	457	"ZNRF3"	"DVL2"
"1610"	"9606.ENSP00000005340"	"9606.ENSP00000294304"	539	"LRP5"	"DVL2"
"1611"	"9606.ENSP00000005340"	"9606.ENSP00000242285"	499	"DVL2"	"CLTA"
"1612"	"9606.ENSP00000005340"	"9606.ENSP00000473001"	499	"FCHO1"	"DVL2"
"1613"	"9606.ENSP00000005340"	"9606.ENSP00000378248"	499	"DVL2"	"CXXC4"
"1616"	"9606.ENSP00000005340"	"9606.ENSP00000351926"	596	"DVL2"	"AP2A1"
"1617"	"9606.ENSP00000005340"	"9606.ENSP00000337439"	960	"DVL2"	"DACT1"
"1622"	"9606.ENSP00000005340"	"9606.ENSP00000302625"	930	"DVL2"	"AXIN2"
"1625"	"9606.ENSP00000005340"	"9606.ENSP00000381876"	907	"DVL2"	"DAAM2"
"1633"	"9606.ENSP00000005340"	"9606.ENSP00000404911"	913	"PRICKLE4"	"DVL2"
"1635"	"9606.ENSP00000005340"	"9606.ENSP00000370719"	518	"ITSN1"	"DVL2"
"1637"	"9606.ENSP00000005340"	"9606.ENSP00000362057"	499	"NOX1"	"DVL2"
"1638"	"9606.ENSP00000005340"	"9606.ENSP00000442954"	900	"DVL2"	"APC2"
"1643"	"9606.ENSP00000005340"	"9606.ENSP00000360798"	563	"EPS15"	"DVL2"
"1646"	"9606.ENSP00000005340"	"9606.ENSP00000287934"	545	"FZD1"	"DVL2"
"1647"	"9606.ENSP00000005340"	"9606.ENSP00000364265"	402	"FOXE1"	"DVL2"
"1649"	"9606.ENSP00000005340"	"9606.ENSP00000409581"	867	"DVL2"	"ARRB1"
"1651"	"9606.ENSP00000005340"	"9606.ENSP00000368166"	979	"DVL2"	"DVL1"
"1655"	"9606.ENSP00000005340"	"9606.ENSP00000343129"	804	"TRIM29"	"DVL2"
"1657"	"9606.ENSP00000005340"	"9606.ENSP00000284523"	656	"WNT3A"	"DVL2"
"1659"	"9606.ENSP00000005340"	"9606.ENSP00000351605"	707	"FZD6"	"DVL2"
"1660"	"9606.ENSP00000005340"	"9606.ENSP00000457230"	717	"WWOX"	"DVL2"
"1661"	"9606.ENSP00000005340"	"9606.ENSP00000313309"	408	"FUZ"	"DVL2"
"1662"	"9606.ENSP00000005340"	"9606.ENSP00000217244"	935	"DVL2"	"CSNK2A1"
"1663"	"9606.ENSP00000005340"	"9606.ENSP00000419465"	926	"WWTR1"	"DVL2"
"1664"	"9606.ENSP00000005340"	"9606.ENSP00000365042"	912	"DVL2"	"CSNK2B"
"1667"	"9606.ENSP00000005340"	"9606.ENSP00000354621"	659	"SMURF1"	"DVL2"
"1669"	"9606.ENSP00000005340"	"9606.ENSP00000340677"	499	"WNT8B"	"DVL2"
"1670"	"9606.ENSP00000005340"	"9606.ENSP00000392065"	499	"REPS1"	"DVL2"
"1677"	"9606.ENSP00000005340"	"9606.ENSP00000335677"	487	"FOXK2"	"DVL2"
"1680"	"9606.ENSP00000005340"	"9606.ENSP00000391942"	499	"NECAP2"	"DVL2"
"1681"	"9606.ENSP00000005340"	"9606.ENSP00000427793"	457	"WWP1"	"DVL2"
"1682"	"9606.ENSP00000005340"	"9606.ENSP00000362680"	441	"SRC"	"DVL2"
"1683"	"9606.ENSP00000005340"	"9606.ENSP00000331302"	422	"ELOA2"	"DVL2"
"1687"	"9606.ENSP00000005340"	"9606.ENSP00000491067"	499	"NECAP1"	"DVL2"
"1688"	"9606.ENSP00000005340"	"9606.ENSP00000323901"	671	"FZD2"	"DVL2"
"1690"	"9606.ENSP00000005340"	"9606.ENSP00000257430"	940	"DVL2"	"APC"
"1693"	"9606.ENSP00000005340"	"9606.ENSP00000316054"	982	"DVL3"	"DVL2"
"1703"	"9606.ENSP00000005340"	"9606.ENSP00000346671"	466	"FYN"	"DVL2"
"1706"	"9606.ENSP00000005340"	"9606.ENSP00000356230"	697	"KLHL12"	"DVL2"
"1707"	"9606.ENSP00000005340"	"9606.ENSP00000470248"	913	"PRICKLE3"	"DVL2"
"1711"	"9606.ENSP00000005340"	"9606.ENSP00000327694"	563	"DVL2"	"AP2A2"
"1712"	"9606.ENSP00000005340"	"9606.ENSP00000264634"	800	"WNT5A"	"DVL2"
"1716"	"9606.ENSP00000005340"	"9606.ENSP00000347672"	973	"VANGL1"	"DVL2"
"1719"	"9606.ENSP00000005340"	"9606.ENSP00000249071"	520	"RAC2"	"DVL2"
"1725"	"9606.ENSP00000005340"	"9606.ENSP00000216225"	499	"RBX1"	"DVL2"
"1728"	"9606.ENSP00000005340"	"9606.ENSP00000219255"	928	"PARD6A"	"DVL2"
"1730"	"9606.ENSP00000005340"	"9606.ENSP00000375783"	426	"DVL2"	"DACT3"
"1731"	"9606.ENSP00000005340"	"9606.ENSP00000309415"	499	"DVL2"	"CLTB"
"1733"	"9606.ENSP00000005340"	"9606.ENSP00000265382"	499	"PIP5K1B"	"DVL2"
"1734"	"9606.ENSP00000005340"	"9606.ENSP00000380450"	499	"NOXO1"	"DVL2"
"1735"	"9606.ENSP00000005340"	"9606.ENSP00000479606"	499	"DVL2"	"CLTC"
"1739"	"9606.ENSP00000005340"	"9606.ENSP00000434034"	845	"FZD4"	"DVL2"
