"SymbolA"	"SymbolB"
"62317"	"LARP1B"	"DGCR8"
"62318"	"KIAA0020"	"DGCR8"
"62319"	"GNL2"	"DGCR8"
"62320"	"ZNF777"	"DGCR8"
"62321"	"MKI67IP"	"DGCR8"
"62322"	"WHSC1"	"DGCR8"
"62323"	"DGCR8"	"CCDC86"
"62324"	"DGCR8"	"CENPI"
"62325"	"DGCR8"	"BRIX1"
"62326"	"MLF1IP"	"DGCR8"
"62327"	"RPL17"	"DGCR8"
"62328"	"MOV10"	"DGCR8"
"62329"	"DGCR8"	"APOBEC3F"
"62330"	"NMNAT1"	"DGCR8"
"62331"	"ZNF771"	"DGCR8"
"62332"	"ZNF770"	"DGCR8"
"62333"	"DGCR8"	"CENPN"
"62334"	"NSA2"	"DGCR8"
"62335"	"RALY"	"DGCR8"
"62336"	"PRDM15"	"DGCR8"
"62337"	"MPHOSPH10"	"DGCR8"
"62338"	"RPF2"	"DGCR8"
"62339"	"ZNF800"	"DGCR8"
"62340"	"DGCR8"	"CENPC1"
"62341"	"PRKRA"	"DGCR8"
"62342"	"ZNF22"	"DGCR8"
"62343"	"ZC3H10"	"DGCR8"
"62344"	"ZNF689"	"DGCR8"
"62345"	"ZNF189"	"DGCR8"
"62346"	"REPIN1"	"DGCR8"
"62347"	"SHQ1"	"DGCR8"
"62348"	"VPS13C"	"DNAJC7"
"62349"	"MOCOS"	"DNAJC7"
"62350"	"POLE"	"DNAJC7"
"62351"	"DNAJC7"	"C17orf71"
"62352"	"NPHP1"	"DNAJC7"
"62353"	"DNAJC7"	"ASCC3"
"62354"	"VPS13A"	"DNAJC7"
"62355"	"OCRL"	"DNAJC7"
"62356"	"DNAJC7"	"DNA2"
"62357"	"IFT172"	"DNAJC7"
"62358"	"MED16"	"DNAJC7"
"62359"	"LRWD1"	"DNAJC7"
"62360"	"GREB1"	"DNAJC7"
"62361"	"WDR35"	"DNAJC7"
"62362"	"VPS13B"	"DNAJC7"
"62363"	"EML5"	"DNAJC7"
"62364"	"MTO1"	"DNAJC7"
"62365"	"ESPL1"	"DNAJC7"
"62366"	"WDR19"	"DNAJC7"
"62367"	"PLD2"	"DNAJC7"
"62368"	"FANCB"	"DNAJC7"
"62369"	"DNAJC7"	"C5orf34"
"62370"	"POLE2"	"DNAJC7"
"62371"	"NPHP4"	"DNAJC7"
"62372"	"KIAA0100"	"DNAJC7"
"62373"	"WDR62"	"DNAJC7"
"62374"	"NEURL4"	"DNAJC7"
"62375"	"IFT140"	"DNAJC7"
"62376"	"WDR41"	"DNAJC7"
"62377"	"DNAJC7"	"BBS10"
"62378"	"LSS"	"DNAJC7"
"62379"	"DNAJC7"	"CTC1"
"62380"	"ALMS1"	"AARSD1"
"62381"	"FAM83H"	"AARSD1"
"62382"	"RICTOR"	"AARSD1"
"62383"	"HOOK1"	"AARSD1"
"62384"	"BRCA2"	"AARSD1"
"62385"	"TRIM45"	"AARSD1"
"62386"	"TAB1"	"AARSD1"
"62387"	"RPL23"	"AARSD1"
"62388"	"ERCC6L"	"AARSD1"
"62389"	"NPHP3"	"AARSD1"
"62390"	"MAP3K7"	"AARSD1"
"62391"	"HECTD1"	"AARSD1"
"62392"	"SSFA2"	"AARSD1"
"62393"	"RIC8B"	"AARSD1"
"62394"	"ARRB2"	"AARSD1"
"62395"	"HAUS6"	"AARSD1"
"62396"	"SASS6"	"AARSD1"
"62397"	"POC5"	"AARSD1"
"62398"	"PRKAR1B"	"AARSD1"
"62399"	"PEAK1"	"AARSD1"
"62400"	"STIL"	"AARSD1"
"62401"	"RBM14-RBM4"	"AARSD1"
"62402"	"MLF1"	"AARSD1"
"62403"	"WNK1"	"AARSD1"
"62404"	"FBXO7"	"AARSD1"
"62405"	"HPS5"	"AARSD1"
"62406"	"DDHD2"	"AARSD1"
"62407"	"LUZP1"	"AARSD1"
"62408"	"RAD21"	"AARSD1"
"62409"	"C13orf34"	"AARSD1"
"62410"	"UBXN1"	"AARSD1"
"62411"	"MARCH7"	"AARSD1"
"62412"	"ALKBH2"	"AARSD1"
"62413"	"KLC3"	"KLC1"
"62414"	"KLC2"	"KLC1"
"62415"	"KLC4"	"KLC1"
"62416"	"KLC1"	"KIF5C"
"62417"	"KLC1"	"KIF5B"
"62418"	"KLC1"	"KIF5A"
"62419"	"YWHAZ"	"KLC1"
"62420"	"YWHAH"	"KLC1"
"62421"	"SNAPIN"	"KLC1"
"62422"	"RABEP2"	"KLC1"
"62423"	"PDIA5"	"ADPGK"
"62424"	"C10orf58"	"ADPGK"
"62425"	"KIAA0090"	"ADPGK"
"62426"	"PAM"	"ADPGK"
"62427"	"GALNT7"	"ADPGK"
"62428"	"TMEM214"	"ADPGK"
"62429"	"MGAT1"	"ADPGK"
"62430"	"CCPG1"	"ADPGK"
"62431"	"TOR1B"	"ADPGK"
"62432"	"C1GALT1C1"	"ADPGK"
"62433"	"TIMP3"	"ADPGK"
"62434"	"EPHB4"	"ADPGK"
"62435"	"GALNT4"	"ADPGK"
"62436"	"UGT8"	"ADPGK"
"62437"	"HLA-DPA1"	"ADPGK"
"62438"	"MIPEP"	"ADPGK"
"62439"	"B4GALT7"	"ADPGK"
"62440"	"NCF2"	"KIAA1543"
"62441"	"USP47"	"NCF2"
"62442"	"NCF2"	"BPGM"
"62443"	"UBB"	"NR2C2"
"62444"	"NR2C2"	"HPSE"
"62445"	"SNAPC1"	"PIP5K1A"
"62446"	"SNAPC4"	"PIP5K1A"
"62447"	"PIP5K1A"	"PGBD5"
"62448"	"PLXDC2"	"PIP5K1A"
"62449"	"ZC3H18"	"PIP5K1A"
"62450"	"SNAPC3"	"PIP5K1A"
"62451"	"XAB2"	"PLRG1"
"62452"	"PLRG1"	"GPATCH1"
"62453"	"PLRG1"	"DHX35"
"62454"	"PRPF19"	"PLRG1"
"62455"	"PLRG1"	"CRNKL1"
"62456"	"PLRG1"	"CDC5L"
"62457"	"PLRG1"	"AQR"
"62458"	"PLRG1"	"CWF19L2"
"62459"	"PLRG1"	"ISY1"
"62460"	"PLRG1"	"LINS"
"62461"	"PRDM6"	"PRDM14"
"62462"	"PRDM14"	"FAM40B"
"62463"	"PRDM14"	"FAM40A"
"62464"	"PRDM14"	"CBFA2T2"
"62465"	"PRDM14"	"CBFA2T3"
"62466"	"RUNX1T1"	"PRDM14"
"62467"	"STRN"	"PRDM14"
"62468"	"STRN3"	"PRDM14"
"62469"	"STRN4"	"PRDM14"
"62470"	"SLMAP"	"PRDM14"
"62471"	"PRDM14"	"CTTNBP2NL"
"62472"	"PRDM14"	"CTTNBP2"
"62473"	"PRDM14"	"MOBKL3"
"62474"	"RAG2"	"CRNN"
"62475"	"RC3H2"	"HPSE"
"62476"	"RC3H2"	"ACTBL2"
"62477"	"RC3H2"	"NR2C2"
"62478"	"RC3H2"	"CYP19A1"
"62479"	"RC3H2"	"CDK16"
"62480"	"VAT1L"	"SERPIND1"
"62481"	"SLC25A24"	"SLC1A5"
"62482"	"SLC1A5"	"GPR89A"
"62483"	"SLC1A5"	"PTPLB"
"62484"	"SLC1A5"	"APOOL"
"62485"	"SLC1A5"	"CD47"
"62486"	"SLC1A5"	"BRP44"
"62487"	"SLC25A46"	"SLC1A5"
"62488"	"SPPL3"	"SLC1A5"
"62489"	"SLC9A6"	"SLC1A5"
"62490"	"ZDHHC18"	"SLC1A5"
"62491"	"SLC1A5"	"ATP9A"
"62492"	"MPO"	"APCDD1"
"62493"	"IGHA2"	"APCDD1"
"62494"	"IGJ"	"APCDD1"
"62495"	"YWHAH"	"TESK2"
"62496"	"TESK2"	"HSP90AA5P"
"62497"	"TPH2"	"DNAJC12"
"62498"	"UGT1A9"	"HLA-C"
"62499"	"UGT1A9"	"UGT1A10"
"62500"	"UGT1A9"	"UGT1A7"
"62501"	"UGT1A9"	"ESYT1"
"62502"	"WDR59"	"HDLBP"
"62503"	"WDR59"	"GRB10"
"62504"	"WDR59"	"EPB41L2"
"62505"	"WDR59"	"CCT2"
"62506"	"WDR59"	"CRNN"
"62507"	"WDR59"	"UEVLD"
"62508"	"WDR59"	"TBL1X"
"62509"	"WDR59"	"NRF1"
"62510"	"ZGPAT"	"PRPF4"
"62511"	"ZGPAT"	"PNLIP"
"62512"	"ZGPAT"	"CYCS"
"62513"	"ZNF746"	"ZNF212"
"62514"	"ZNF398"	"ZNF212"
"62515"	"ZNF282"	"ZNF212"
"62516"	"ZNF777"	"ZNF212"
"62517"	"ZNF212"	"EPDR1"
"62518"	"ZNF212"	"ADO"
"62519"	"C9"	"APOE"
"62520"	"TMED1"	"CDK5RAP3"
"62521"	"KIAA0776"	"CDK5RAP3"
"62522"	"TMED4"	"CDK5RAP3"
"62523"	"PLD2"	"CDK5RAP3"
"62524"	"TMED5"	"CDK5RAP3"
"62525"	"CENPC1"	"ACTA2"
"62526"	"DSN1"	"CENPC1"
"62527"	"NDC80"	"CENPC1"
"62528"	"MIS12"	"CENPC1"
"62529"	"PMF1"	"CENPC1"
"62530"	"NUF2"	"CENPC1"
"62531"	"GRAMD1A"	"CHRNA3"
"62532"	"CLGN"	"CHRNA3"
"62533"	"MFAP3"	"CHRNA3"
"62534"	"FAR2"	"CHRNA3"
"62535"	"FAM20B"	"CHRNA3"
"62536"	"TPST2"	"CHRNA3"
"62537"	"GHDC"	"CHRNA3"
"62538"	"ITPR3"	"CHRNA3"
"62539"	"ITPR2"	"CHRNA3"
"62540"	"LEMD2"	"CHRNA3"
"62541"	"FAM69A"	"CHRNA3"
"62542"	"TMEM219"	"CHRNA3"
"62543"	"CNNM1"	"CHRNA3"
"62544"	"EDA"	"CHRNA3"
"62545"	"CHRNA3"	"APOL2"
"62546"	"GLT8D2"	"CHRNA3"
"62547"	"TMPPE"	"CHRNA3"
"62548"	"MIB1"	"CHRNA3"
"62549"	"TMEM223"	"CHRNA3"
"62550"	"GLRB"	"CHRNA3"
"62551"	"ENTPD7"	"CHRNA3"
"62552"	"TMEM231"	"CHRNA3"
"62553"	"PLD6"	"CHRNA3"
"62554"	"DSE"	"CHRNA3"
"62555"	"TMEM143"	"CHRNA3"
"62556"	"SLMAP"	"CRNN"
"62557"	"SSX2IP"	"CRNN"
"62558"	"UGT1A7"	"CYP19A1"
"62559"	"KLHL7"	"CYP19A1"
"62560"	"SGK3"	"CYP19A1"
"62561"	"HSPD1"	"DCAF4"
"62562"	"DCAF4"	"CCT3"
"62563"	"PFDN1"	"DCAF4"
"62564"	"TCP1"	"DCAF4"
"62565"	"DCAF4"	"CCT5"
"62566"	"PFDN5"	"DCAF4"
"62567"	"DCAF4"	"CCT2"
"62568"	"DEPDC7"	"APOD"
"62569"	"EPHA8"	"ENDOG"
"62570"	"EPHA8"	"EFNA5"
"62571"	"PPP5C"	"FSCN3"
"62572"	"FSCN3"	"FLAD1"
"62573"	"PRAME"	"FSCN3"
"62574"	"GLMN"	"FSCN3"
"62575"	"GGA1"	"E2F5"
"62576"	"GGA1"	"CCDC91"
"62577"	"GGA1"	"EXOC4"
"62578"	"MAP1S"	"GGA1"
"62579"	"TFDP1"	"GGA1"
"62580"	"GGA1"	"DTNBP1"
"62581"	"RABGAP1"	"GGA1"
"62582"	"RABGAP1L"	"GGA1"
"62583"	"GGA1"	"CLCN3"
"62584"	"GGA1"	"CEP72"
"62585"	"KIAA1712"	"GGA1"
"62586"	"TMEM9B"	"GGA1"
"62587"	"LRP10"	"GGA1"
"62588"	"TUBB8"	"HPSE"
"62589"	"OS9"	"HPSE"
"62590"	"HPSE"	"FBXO2"
"62591"	"HPSE"	"DNAJA4"
"62592"	"PCBP4"	"ABCB9"
"62593"	"PIK3CA"	"ABCB9"
"62594"	"NMT2"	"ARF6"
"62595"	"FGFR2"	"ARF6"
"62596"	"RNF123"	"FUK"
"62597"	"HSPA1B"	"FUK"
"62598"	"HSPA8"	"FUK"
"62599"	"HSPA1L"	"FUK"
"62600"	"GNGT1"	"GNB3"
"62601"	"GNGT1"	"GNB1"
"62602"	"GNGT1"	"GNB2"
"62603"	"GNGT1"	"GNB4"
"62604"	"GNGT1"	"BLK"
"62605"	"RRAGD"	"GNGT1"
"62606"	"GNGT1"	"GNAS"
"62607"	"GNGT1"	"GNAZ"
"62608"	"GNGT1"	"GNA11"
"62609"	"GNGT1"	"GNAQ"
"62610"	"GNGT1"	"GNA12"
"62611"	"GNGT1"	"GNA13"
"62612"	"PDCL"	"GNGT1"
"62613"	"NDOR1"	"GNGT1"
"62614"	"VKORC1L1"	"GPC3"
"62615"	"GPC3"	"CLGN"
"62616"	"GPC3"	"CANX"
"62617"	"RAB34"	"GPC3"
"62618"	"HMOX2"	"GPC3"
"62619"	"REEP5"	"GPC3"
"62620"	"PRDM10"	"GPC3"
"62621"	"XYLT2"	"GPC3"
"62622"	"GPC3"	"ENPP1"
"62623"	"GPC3"	"COL20A1"
"62624"	"NT5C3"	"GPC3"
"62625"	"TMEM186"	"GPC3"
"62626"	"TRIM68"	"GPC3"
"62627"	"GPC3"	"GNPAT"
"62628"	"MUL1"	"GPC3"
"62629"	"PCYOX1"	"GPC3"
"62630"	"RAP1A"	"GPC3"
"62631"	"ZFPL1"	"GPC3"
"62632"	"GPC3"	"DNAJC1"
"62633"	"TMEM85"	"GPC3"
"62634"	"PARP16"	"GPC3"
"62635"	"REEP6"	"GPC3"
"62636"	"NR2F2"	"GPC3"
"62637"	"TUBB3"	"HCST"
"62638"	"TUBB2A"	"HCST"
"62639"	"TUBB8"	"HCST"
"62640"	"HCST"	"CIAO1"
"62641"	"LAPTM4A"	"HCST"
"62642"	"HCST"	"ACAD10"
"62643"	"NDFIP2"	"HCST"
"62644"	"HCST"	"BTAF1"
"62645"	"MDN1"	"HCST"
"62646"	"PIK3CB"	"HCST"
"62647"	"HCST"	"GGCX"
"62648"	"RTEL1"	"HCST"
"62649"	"HCST"	"DDX20"
"62650"	"HCST"	"AGPAT9"
"62651"	"HCST"	"ATP1A3"
"62652"	"HCST"	"ATP12A"
"62653"	"LMBRD2"	"HCST"
"62654"	"LARS2"	"HCST"
"62655"	"STK39"	"HCST"
"62656"	"VAC14"	"HCST"
"62657"	"NDFIP1"	"HCST"
"62658"	"PTPRA"	"HCST"
"62659"	"HCST"	"ATP8B2"
"62660"	"ITPRIPL1"	"HCST"
"62661"	"PIGN"	"HCST"
"62662"	"INTS5"	"HCST"
"62663"	"XPO5"	"HCST"
"62664"	"USP24"	"HCST"
"62665"	"HEATR3"	"HCST"
"62666"	"LPCAT4"	"HCST"
"62667"	"TNPO2"	"HCST"
"62668"	"INTS8"	"HCST"
"62669"	"KIAA1797"	"HCST"
"62670"	"PDK1"	"HCST"
"62671"	"RFC3"	"HCST"
"62672"	"HCST"	"DMXL2"
"62673"	"HCST"	"COBRA1"
"62674"	"SREBF2"	"HCST"
"62675"	"HCST"	"FAR2"
"62676"	"HCST"	"GPD1L"
"62677"	"IPO13"	"HCST"
"62678"	"NR2F1"	"HCST"
"62679"	"HCST"	"GLMN"
"62680"	"HCST"	"GEMIN4"
"62681"	"HCST"	"ARV1"
"62682"	"PDS5B"	"HCST"
"62683"	"PDS5A"	"HCST"
"62684"	"HCST"	"C17orf71"
"62685"	"HCST"	"FAM115C"
"62686"	"XPO7"	"HCST"
"62687"	"TTYH3"	"HCST"
"62688"	"HCST"	"ATM"
"62689"	"ZW10"	"HCST"
"62690"	"HCST"	"GBF1"
"62691"	"HCST"	"C3orf39"
"62692"	"TSC2"	"HCST"
"62693"	"HCST"	"ATR"
"62694"	"JAK1"	"HCST"
"62695"	"HCST"	"DSTYK"
"62696"	"ZDHHC17"	"HCST"
"62697"	"RETSAT"	"HCST"
"62698"	"TMEM183A"	"HCST"
"62699"	"PNPLA6"	"HCST"
"62700"	"TMEM39B"	"HCST"
"62701"	"HCST"	"ARL15"
"62702"	"MFN1"	"HCST"
"62703"	"HSDL1"	"HCST"
"62704"	"TUBA4A"	"HCST"
"62705"	"TUBA1A"	"HCST"
"62706"	"TUBA1C"	"HCST"
"62707"	"HCST"	"GHDC"
"62708"	"KDSR"	"HCST"
"62709"	"LTN1"	"HCST"
"62710"	"HCST"	"CDS1"
"62711"	"HCST"	"CDS2"
"62712"	"KIAA1524"	"HCST"
"62713"	"PRMT10"	"HCST"
"62714"	"TMEM161B"	"HCST"
"62715"	"HEATR2"	"HCST"
"62716"	"UBE3C"	"HCST"
"62717"	"THADA"	"HCST"
"62718"	"HCST"	"C9orf125"
"62719"	"HCST"	"DNM2"
"62720"	"HCST"	"DNM3"
"62721"	"RHOBTB3"	"HCST"
"62722"	"TMEM186"	"HCST"
"62723"	"SEC14L1"	"HCST"
"62724"	"HCST"	"ATL2"
"62725"	"WDFY3"	"HCST"
"62726"	"TBRG4"	"HCST"
"62727"	"HCST"	"ATP7A"
"62728"	"HCST"	"CTU2"
"62729"	"ZDHHC3"	"HCST"
"62730"	"HCST"	"FTSJ1"
"62731"	"PLAA"	"HCST"
"62732"	"KIAA0368"	"HCST"
"62733"	"TARBP1"	"HCST"
"62734"	"HCST"	"C14orf21"
"62735"	"HCST"	"ADCK1"
"62736"	"HCST"	"ERBB2"
"62737"	"SPG11"	"HCST"
"62738"	"HCST"	"C5orf51"
"62739"	"HCST"	"C18orf19"
"62740"	"HCST"	"ERMP1"
"62741"	"LAPTM4B"	"HCST"
"62742"	"HCST"	"ATP6V1H"
"62743"	"RNF213"	"HCST"
"62744"	"HCST"	"GNPAT"
"62745"	"HCST"	"EXOC8"
"62746"	"INTS2"	"HCST"
"62747"	"TMEM184B"	"HCST"
"62748"	"TNPO3"	"HCST"
"62749"	"HCST"	"FAM105B"
"62750"	"MTCH2"	"HCST"
"62751"	"HELLS"	"HCST"
"62752"	"HCST"	"BDH1"
"62753"	"PANX1"	"HCST"
"62754"	"SLC7A2"	"HCST"
"62755"	"SLC39A10"	"HCST"
"62756"	"HCST"	"ADCK4"
"62757"	"HCST"	"FASTKD1"
"62758"	"HCST"	"HARS2"
"62759"	"SLC19A1"	"HCST"
"62760"	"UBE2Q1"	"HCST"
"62761"	"HCST"	"CDC6"
"62762"	"MZT2B"	"HCST"
"62763"	"NF1"	"HCST"
"62764"	"MTOR"	"HCST"
"62765"	"HCST"	"CCRN4L"
"62766"	"HCST"	"BRF2"
"62767"	"HCST"	"EARS2"
"62768"	"HCST"	"FAM116A"
"62769"	"MCART1"	"HCST"
"62770"	"LRRC8D"	"HCST"
"62771"	"PI4K2B"	"HCST"
"62772"	"LRRC8E"	"HCST"
"62773"	"LRRC8A"	"HCST"
"62774"	"LRRC8C"	"HCST"
"62775"	"HCST"	"FASTKD3"
"62776"	"HCST"	"AGPAT5"
"62777"	"HCST"	"FAM91A1"
"62778"	"HCST"	"C3orf31"
"62779"	"HCST"	"ALG11"
"62780"	"HCST"	"FANCA"
"62781"	"TBCD"	"HCST"
"62782"	"MTX1"	"HCST"
"62783"	"PKN3"	"HCST"
"62784"	"NARS"	"HCST"
"62785"	"MTMR1"	"HCST"
"62786"	"LPCAT3"	"HCST"
"62787"	"INTS1"	"HCST"
"62788"	"NLRX1"	"HCST"
"62789"	"HCST"	"DIP2A"
"62790"	"HCST"	"FAM73A"
"62791"	"XPO6"	"HCST"
"62792"	"TTC28"	"HCST"
"62793"	"HCST"	"DYM"
"62794"	"HCST"	"C5orf25"
"62795"	"NCEH1"	"HCST"
"62796"	"SURF1"	"HCST"
"62797"	"HCST"	"EVI5L"
"62798"	"HCST"	"C20orf108"
"62799"	"MTG1"	"HCST"
"62800"	"STK17B"	"HCST"
"62801"	"UQCRH"	"HCST"
"62802"	"HCST"	"BCKDHB"
"62803"	"USP30"	"HCST"
"62804"	"VPS8"	"HCST"
"62805"	"TTC8"	"HCST"
"62806"	"KCNJ8"	"HCST"
"62807"	"SLC10A7"	"HCST"
"62808"	"HCST"	"ATL3"
"62809"	"RTTN"	"HCST"
"62810"	"SIP1"	"HCST"
"62811"	"KIAA1147"	"HCST"
"62812"	"RADIL"	"HCST"
"62813"	"HCST"	"ATP13A3"
"62814"	"HCST"	"BCKDK"
"62815"	"HCST"	"ATRIP"
"62816"	"HCST"	"FAM134C"
"62817"	"HCST"	"BRAT1"
"62818"	"TAPBP"	"HCST"
"62819"	"HCST"	"DKFZp761E198"
"62820"	"HCST"	"D2HGDH"
"62821"	"HCST"	"FAM134A"
"62822"	"TMEM120A"	"HCST"
"62823"	"HCST"	"EFNB3"
"62824"	"HCST"	"FUK"
"62825"	"TMEM120B"	"HCST"
"62826"	"SARM1"	"HCST"
"62827"	"TUBGCP4"	"HCST"
"62828"	"PCNXL3"	"HCST"
"62829"	"HCST"	"C10orf35"
"62830"	"LSS"	"HCST"
"62831"	"HCST"	"BRI3BP"
"62832"	"PSIP1"	"HDGFRP2"
"62833"	"HDGFRP2"	"HDGF"
"62834"	"HDGFRP3"	"HDGFRP2"
"62835"	"HDGFRP2"	"ARID1B"
"62836"	"SMARCC1"	"HDGFRP2"
"62837"	"SMARCC2"	"HDGFRP2"
"62838"	"HDGFRP2"	"H2AFY2"
"62839"	"HDGFRP2"	"H2AFY"
"62840"	"ZNF828"	"HDGFRP2"
"62841"	"HDGFRP2"	"FAM92A1"
"62842"	"SMARCD2"	"HDGFRP2"
"62843"	"SMARCD1"	"HDGFRP2"
"62844"	"SMARCA2"	"HDGFRP2"
"62845"	"HDGFRP2"	"DBF4"
"62846"	"HDGFRP2"	"CSNK2A1"
"62847"	"HDGFRP2"	"DPF3"
"62848"	"IWS1"	"HDGFRP2"
"62849"	"VANGL1"	"HDGFRP2"
"62850"	"HDGFRP2"	"CDC7"
"62851"	"HDGFRP2"	"H2AFX"
"62852"	"SMARCE1"	"HDGFRP2"
"62853"	"HDGFRP2"	"CSNK2B"
"62854"	"VANGL2"	"HDGFRP2"
"62855"	"HDGFRP2"	"ARRB2"
"62856"	"PIP4K2B"	"HDGFRP2"
"62857"	"PIP4K2C"	"HDGFRP2"
"62858"	"POGZ"	"HDGFRP2"
"62859"	"HDGFRP2"	"CSNK2A2"
"62860"	"HDGFRP2"	"BCL7B"
"62861"	"HDGFRP2"	"AMPD2"
"62862"	"WDR45L"	"HDGFRP2"
"62863"	"TAF2"	"HDGFRP2"
"62864"	"HDGFRP2"	"CDCA7L"
"62865"	"RASA2"	"HDGFRP2"
"62866"	"PARP2"	"HDGFRP2"
"62867"	"ZMYM1"	"HDGFRP2"
"62868"	"SRPK1"	"HDGFRP2"
"62869"	"RAB11FIP5"	"HDGFRP2"
"62870"	"NFKBIL1"	"HDGFRP2"
"62871"	"MAD2L2"	"HDGFRP2"
"62872"	"PLCD3"	"HDGFRP2"
"62873"	"MPP7"	"HDGFRP2"
"62874"	"HIST2H3PS2"	"HDGFRP2"
"62875"	"HNRPLL"	"HDGFRP2"
"62876"	"NSUN4"	"HDGFRP2"
"62877"	"XPC"	"HIST1H3F"
"62878"	"IPO4"	"HIST1H3F"
"62879"	"HIST1H3F"	"H2AFY"
"62880"	"SUPT16H"	"HIST1H3F"
"62881"	"HIST1H3F"	"CHAF1A"
"62882"	"HIST1H3F"	"C1QBP"
"62883"	"MCM4"	"HIST1H3F"
"62884"	"MTA2"	"HIST1H3F"
"62885"	"MTA3"	"HIST1H3F"
"62886"	"HIST1H3F"	"CHAF1B"
"62887"	"NASP"	"HIST1H3F"
"62888"	"MMS22L"	"HIST1H3F"
"62889"	"MCM6"	"HIST1H3F"
"62890"	"SSRP1"	"HIST1H3F"
"62891"	"HIST1H3F"	"HIST1H2AG"
"62892"	"HIST2H2AB"	"HIST1H3F"
"62893"	"HIST1H3F"	"HIRA"
"62894"	"UBR7"	"HIST1H3F"
"62895"	"HIST1H3F"	"CBX5"
"62896"	"LIG3"	"HIST1H3F"
"62897"	"HIST1H3F"	"DAXX"
"62898"	"TONSL"	"HIST1H3F"
"62899"	"PARP2"	"HIST1H3F"
"62900"	"ZNF644"	"HIST1H3F"
"62901"	"HIST1H3F"	"ASF1A"
"62902"	"HIST1H3F"	"HAT1"
"62903"	"TIMELESS"	"HIST1H3F"
"62904"	"MSH3"	"HIST1H3F"
"62905"	"HIST2H4A"	"HIST1H3F"
"62906"	"HIST2H3PS2"	"HIST1H3F"
"62907"	"HIST1H3F"	"CABIN1"
"62908"	"HIST1H3F"	"FBLIM1"
"62909"	"RBBP4"	"HIST1H3E"
"62910"	"RBBP7"	"HIST1H3E"
"62911"	"XPC"	"HIST1H3E"
"62912"	"IPO4"	"HIST1H3E"
"62913"	"HIST1H3E"	"H2AFY"
"62914"	"SUPT16H"	"HIST1H3E"
"62915"	"HIST1H3E"	"CHAF1A"
"62916"	"HIST1H3E"	"GTF3C2"
"62917"	"MBD3"	"HIST1H3E"
"62918"	"HIST1H3E"	"C1QBP"
"62919"	"MCM2"	"HIST1H3E"
"62920"	"MTA2"	"HIST1H3E"
"62921"	"MTA1"	"HIST1H3E"
"62922"	"MTA3"	"HIST1H3E"
"62923"	"HIST1H3E"	"CHAF1B"
"62924"	"NASP"	"HIST1H3E"
"62925"	"HIST1H3E"	"GATAD2B"
"62926"	"MMS22L"	"HIST1H3E"
"62927"	"SSRP1"	"HIST1H3E"
"62928"	"HIST1H3E"	"HIST1H2AG"
"62929"	"HIST2H2AB"	"HIST1H3E"
"62930"	"HIST1H3E"	"HIRA"
"62931"	"UBR7"	"HIST1H3E"
"62932"	"MCM4"	"HIST1H3E"
"62933"	"UHRF1"	"HIST1H3E"
"62934"	"HIST1H3E"	"CBX5"
"62935"	"SUPT6H"	"HIST1H3E"
"62936"	"TIMELESS"	"HIST1H3E"
"62937"	"HIST1H3E"	"DAXX"
"62938"	"TONSL"	"HIST1H3E"
"62939"	"PARP2"	"HIST1H3E"
"62940"	"HIST1H3E"	"ASF1B"
"62941"	"HIST1H3E"	"HAT1"
"62942"	"HIST1H3E"	"ATRX"
"62943"	"HIST2H4A"	"HIST1H3E"
"62944"	"HIST1H3E"	"FBLIM1"
"62945"	"ZNF644"	"HIST1H3E"
"62946"	"SPTY2D1"	"HIST1H3E"
"62947"	"HMG20A"	"HIST1H3E"
"62948"	"HPS5"	"HPS3"
"62949"	"SUGT1"	"HPS5"
"62950"	"HPS6"	"HPS5"
"62951"	"TTC4"	"HPS5"
"62952"	"MAP7D2"	"KIF20A"
"62953"	"KIF20A"	"EPN1"
"62954"	"KIF20A"	"CAMK1"
"62955"	"KIF20A"	"CARD10"
"62956"	"POLR2G"	"MED17"
"62957"	"MED25"	"MED17"
"62958"	"MED17"	"MED12"
"62959"	"MED17"	"MED12L"
"62960"	"MED17"	"MED13"
"62961"	"MED17"	"MED13L"
"62962"	"MED17"	"MED1"
"62963"	"MED27"	"MED17"
"62964"	"MED31"	"MED17"
"62965"	"MED26"	"MED17"
"62966"	"MED17"	"MED16"
"62967"	"MED17"	"MED14"
"62968"	"MED17"	"MED15"
"62969"	"MED29"	"MED17"
"62970"	"MED23"	"MED17"
"62971"	"MED9"	"MED17"
"62972"	"MED6"	"MED17"
"62973"	"MED4"	"MED17"
"62974"	"RPAP2"	"MED17"
"62975"	"PPIAL4C"	"MED17"
"62976"	"MED19"	"MED17"
"62977"	"MED17"	"MED10"
"62978"	"MED17"	"GPN3"
"62979"	"MED20"	"MED17"
"62980"	"MED17"	"CDK19"
"62981"	"MED17"	"CDK8"
"62982"	"MED8"	"MED17"
"62983"	"MED30"	"MED17"
"62984"	"SATB2"	"MED17"
"62985"	"MED17"	"HBB"
"62986"	"MED17"	"FBXL19"
"62987"	"MED17"	"MED11"
"62988"	"MTIF2"	"MRPS17"
"62989"	"MRPS9"	"MRPS17"
"62990"	"MRPS26"	"MRPS17"
"62991"	"MRPS17"	"FAM120A"
"62992"	"ZNF768"	"MRPS17"
"62993"	"MRPS17"	"DDX55"
"62994"	"PTCD3"	"MRPS17"
"62995"	"PTCD1"	"MRPS17"
"62996"	"ZFR"	"MRPS17"
